"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A1182","Data Analytics Course",186.0,3337.0,183.58,16.0,8.0,"0.043",1045.0,"2024-11-30","Hyderabad","Desktop","online data analytic","2024-11-30"
"A1183","Data Analytics Course",105.0,3234.0,238.8,27.0,10.0,"0.095",1248.0,"2024/11/06","Hyderabad","Desktop","online data analytic","2024-11-06"
"A1184","Data Analytics Course",131.0,3913.0,203.69,14.0,10.0,"0.076",1079.0,"2024/11/25","Hyderabad","DESKTOP","data anaytics training","2024-11-25"
"A1185","Data Analytics Course",129.0,3208.0,204.2,18.0,8.0,"0.032",1456.0,"2024-11-29","Hyderabad","Desktop","learn data analytics","2024-11-29"
"A1186","Data Analytics Course",187.0,5972.0,220.64,30.0,7.0,"0.037",1980.0,"2024-11-14","Hyderabad","Desktop","data analytics course","2024-11-14"
"A1187","Data Analytics Course",167.0,3662.0,235.43,10.0,7.0,"0.042",1684.0,"2024-11-25","Hyderabad","MOBILE","data anaytics training","2024-11-25"
"A1188","Data Analytics Course",140.0,3359.0,182.13,29.0,7.0,"0.045",1973.0,"2024/11/28","Hyderabad","desktop","data analitics online","2024-11-28"
"A1189","Data Analytics Course",198.0,3700.0,220.67,14.0,5.0,"0.025",1531.0,"2024/11/10","Hyderabad","MOBILE","analytics for data","2024-11-10"
"A1190","Data Analytics Course",196.0,3835.0,218.07,10.0,9.0,"0.041",1871.0,"04-11-2024","Hyderabad","TABLET","online data analytic","2024-11-04"
"A1191","Data Analytics Course",140.0,5638.0,208.02,22.0,5.0,"0.036",1652.0,"2024-11-18","Hyderabad","desktop","data anaytics training","2024-11-18"
"A1192","Data Analytics Course",157.0,5825.0,230.6,16.0,3.0,"0.019",1041.0,"2024-11-16","Hyderabad","desktop","data anaytics training","2024-11-16"
"A1193","Data Analytics Course",91.0,5428.0,248.38,11.0,3.0,"0.033",1835.0,"22-11-2024","Hyderabad","tablet","learn data analytics","2024-11-22"
"A1194","Data Analytics Course",140.0,3571.0,238.12,21.0,9.0,"0.064",1762.0,"2024/11/16","Hyderabad","DESKTOP","learn data analytics","2024-11-16"
"A1195","Data Analytics Course",154.0,3638.0,182.17,11.0,8.0,"0.056",1413.0,"2024-11-04","Hyderabad","mobile","online data analytic","2024-11-04"
"A1196","Data Analytics Course",133.0,4505.0,200.52,23.0,3.0,"0.039",1562.0,"26-11-2024","Hyderabad","TABLET","analytics for data","2024-11-26"
"A1198","Data Analytics Course",141.0,3071.0,208.2,10.0,6.0,"0.043",1647.0,"18-11-2024","Hyderabad","Tablet","data analitics online","2024-11-18"
"A1199","Data Analytics Course",135.0,5682.0,0.0,30.0,3.0,"0.022",1445.0,"2024/11/15","Hyderabad","tablet","data anaytics training","2024-11-15"
"A1200","Data Analytics Course",199.0,5067.0,247.38,24.0,8.0,"0.059",1365.0,"2024/11/19","Hyderabad","mobile","analytics for data","2024-11-19"
"A1201","Data Analytics Course",138.0,3971.0,184.87,28.0,3.0,"0.022",1718.0,"2024-11-07","Hyderabad","TABLET","learn data analytics","2024-11-07"
"A1202","Data Analytics Course",175.0,4481.0,236.38,21.0,10.0,"0.057",1257.0,"20-11-2024","Hyderabad","DESKTOP","data analytics course","2024-11-20"
"A1203","Data Analytics Course",170.0,5476.0,186.29,25.0,4.0,"0.024",1731.0,"08-11-2024","Hyderabad","mobile","analytics for data","2024-11-08"
"A1204","Data Analytics Course",138.0,4426.0,203.75,24.0,10.0,"0.072",1838.0,"2024-11-05","Hyderabad","MOBILE","data analytics course","2024-11-05"
"A1205","Data Analytics Course",108.0,4080.0,247.8,18.0,4.0,"0.037",1363.0,"2024-11-30","Hyderabad","Tablet","online data analytic","2024-11-30"
"A1206","Data Analytics Course",150.0,4113.0,219.67,12.0,7.0,"0.047",1196.0,"2024-11-22","Hyderabad","MOBILE","learn data analytics","2024-11-22"
"A1207","Data Analytics Course",90.0,5119.0,226.58,14.0,10.0,"0.111",1348.0,"2024/11/07","Hyderabad","DESKTOP","analytics for data","2024-11-07"
"A1208","Data Analytics Course",98.0,3422.0,223.55,17.0,7.0,"0.071",1414.0,"2024-11-19","Hyderabad","TABLET","online data analytic","2024-11-19"
"A1209","Data Analytics Course",130.0,3327.0,224.83,13.0,3.0,"0.023",1668.0,"16-11-2024","Hyderabad","MOBILE","online data analytic","2024-11-16"
"A1212","Data Analytics Course",118.0,3970.0,0.0,27.0,9.0,"0.076",1036.0,"2024-11-19","Hyderabad","desktop","data analytics course","2024-11-19"
"A1214","Data Analytics Course",183.0,4001.0,237.85,23.0,4.0,"0.022",1430.0,"2024/11/21","Hyderabad","MOBILE","online data analytic","2024-11-21"
"A1215","Data Analytics Course",126.0,4206.0,233.76,29.0,10.0,"0.041",1998.0,"2024-11-06","Hyderabad","tablet","online data analytic","2024-11-06"
"A1216","Data Analytics Course",199.0,4745.0,0.0,13.0,9.0,"0.045",1800.0,"2024-11-28","Hyderabad","tablet","analytics for data","2024-11-28"
"A1217","Data Analytics Course",92.0,4042.0,200.75,15.0,7.0,"0.076",1234.0,"2024-11-24","Hyderabad","TABLET","learn data analytics","2024-11-24"
"A1219","Data Analytics Course",92.0,3748.0,208.15,14.0,8.0,"0.087",1297.0,"2024/11/02","Hyderabad","Desktop","analytics for data","2024-11-02"
"A1220","Data Analytics Course",135.0,3480.0,224.94,11.0,4.0,"0.03",1398.0,"2024-11-23","Hyderabad","Tablet","data analitics online","2024-11-23"
"A1221","Data Analytics Course",177.0,3007.0,223.22,30.0,8.0,"0.045",1766.0,"2024/11/02","Hyderabad","MOBILE","data analitics online","2024-11-02"
"A1222","Data Analytics Course",117.0,3380.0,186.73,21.0,10.0,"0.055",1958.0,"2024-11-19","Hyderabad","desktop","data anaytics training","2024-11-19"
"A1223","Data Analytics Course",127.0,4823.0,194.69,11.0,10.0,"0.057",1496.0,"15-11-2024","Hyderabad","DESKTOP","data analytics course","2024-11-15"
"A1224","Data Analytics Course",132.0,4490.0,202.45,10.0,7.0,"0.053",1441.0,"2024-11-10","Hyderabad","mobile","data analitics online","2024-11-10"
"A1225","Data Analytics Course",102.0,5149.0,229.48,27.0,9.0,"0.088",1137.0,"26-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-26"
"A1227","Data Analytics Course",163.0,5643.0,217.4,30.0,6.0,"0.037",1678.0,"2024-11-01","Hyderabad","DESKTOP","data analitics online","2024-11-01"
"A1230","Data Analytics Course",127.0,3344.0,201.7,10.0,8.0,"0.063",1190.0,"2024/11/11","Hyderabad","DESKTOP","analytics for data","2024-11-11"
"A1231","Data Analytics Course",178.0,4441.0,231.97,22.0,4.0,"0.022",1886.0,"2024/11/24","Hyderabad","MOBILE","analytics for data","2024-11-24"
"A1234","Data Analytics Course",95.0,4562.0,187.62,24.0,9.0,"0.095",1239.0,"2024-11-26","Hyderabad","Desktop","data anaytics training","2024-11-26"
"A1235","Data Analytics Course",85.0,5099.0,232.56,28.0,9.0,"0.106",1526.0,"02-11-2024","Hyderabad","mobile","data anaytics training","2024-11-02"
"A1236","Data Analytics Course",192.0,5852.0,181.05,16.0,8.0,"0.042",1600.0,"2024-11-21","Hyderabad","DESKTOP","analytics for data","2024-11-21"
"A1237","Data Analytics Course",80.0,3823.0,181.57,13.0,4.0,"0.05",1564.0,"2024/11/13","Hyderabad","Desktop","online data analytic","2024-11-13"
"A1238","Data Analytics Course",191.0,4612.0,238.23,20.0,10.0,"0.052",1531.0,"01-11-2024","Hyderabad","mobile","learn data analytics","2024-11-01"
"A1239","Data Analytics Course",147.0,5881.0,196.34,23.0,7.0,"0.048",1614.0,"2024/11/18","Hyderabad","desktop","data anaytics training","2024-11-18"
"A1240","Data Analytics Course",100.0,5204.0,197.53,26.0,4.0,"0.04",1675.0,"24-11-2024","Hyderabad","TABLET","data analytics course","2024-11-24"
"A1242","Data Analytics Course",123.0,5231.0,202.93,30.0,10.0,"0.081",1551.0,"2024-11-23","Hyderabad","Desktop","online data analytic","2024-11-23"
"A1243","Data Analytics Course",165.0,5980.0,248.41,17.0,3.0,"0.018",1803.0,"06-11-2024","Hyderabad","Tablet","online data analytic","2024-11-06"
"A1244","Data Analytics Course",167.0,3202.0,214.87,26.0,6.0,"0.036",1571.0,"12-11-2024","Hyderabad","desktop","data analitics online","2024-11-12"
"A1245","Data Analytics Course",111.0,5847.0,196.71,21.0,9.0,"0.081",1445.0,"2024-11-30","Hyderabad","mobile","online data analytic","2024-11-30"
"A1246","Data Analytics Course",94.0,4359.0,0.0,28.0,5.0,"0.045",1920.0,"2024/11/07","Hyderabad","tablet","learn data analytics","2024-11-07"
"A1247","Data Analytics Course",179.0,3185.0,236.74,29.0,5.0,"0.028",1156.0,"2024/11/11","Hyderabad","Desktop","data analytics course","2024-11-11"
"A1248","Data Analytics Course",166.0,5592.0,183.03,22.0,4.0,"0.024",1636.0,"2024-11-22","Hyderabad","TABLET","online data analytic","2024-11-22"
"A1249","Data Analytics Course",90.0,5062.0,191.4,23.0,6.0,"0.067",1775.0,"2024/11/19","Hyderabad","Tablet","data analytics course","2024-11-19"
"A1250","Data Analytics Course",106.0,5830.0,241.9,29.0,10.0,"0.035",1897.0,"2024/11/02","Hyderabad","DESKTOP","data anaytics training","2024-11-02"
"A1252","Data Analytics Course",158.0,4780.0,247.2,23.0,9.0,"0.057",1005.0,"2024-11-24","Hyderabad","DESKTOP","learn data analytics","2024-11-24"
"A1253","Data Analytics Course",187.0,3800.0,241.0,16.0,8.0,"0.043",1842.0,"2024/11/09","Hyderabad","Mobile","analytics for data","2024-11-09"
"A1254","Data Analytics Course",95.0,4096.0,242.69,26.0,9.0,"0.095",1550.0,"22-11-2024","Hyderabad","TABLET","online data analytic","2024-11-22"
"A1255","Data Analytics Course",118.0,3562.0,231.5,12.0,3.0,"0.025",1856.0,"2024/11/19","Hyderabad","DESKTOP","data analytics course","2024-11-19"
"A1256","Data Analytics Course",166.0,3910.0,191.32,27.0,7.0,"0.042",0.0,"2024/11/15","Hyderabad","Mobile","analytics for data","2024-11-15"
"A1257","Data Analytics Course",146.0,5411.0,201.76,28.0,7.0,"0.048",1393.0,"14-11-2024","Hyderabad","Desktop","data analitics online","2024-11-14"
"A1258","Data Analytics Course",101.0,4026.0,219.68,22.0,9.0,"0.089",1149.0,"15-11-2024","Hyderabad","DESKTOP","analytics for data","2024-11-15"
"A1259","Data Analytics Course",185.0,3716.0,218.23,27.0,7.0,"0.056",1015.0,"2024/11/03","Hyderabad","DESKTOP","online data analytic","2024-11-03"
"A1260","Data Analytics Course",147.0,5162.0,186.79,30.0,7.0,"0.048",1733.0,"2024/11/25","Hyderabad","Desktop","analytics for data","2024-11-25"
"A1261","Data Analytics Course",188.0,3859.0,211.83,30.0,9.0,"0.048",1719.0,"2024-11-28","Hyderabad","MOBILE","online data analytic","2024-11-28"
"A1262","Data Analytics Course",122.0,3350.0,225.89,28.0,3.0,"0.025",1509.0,"2024/11/24","Hyderabad","DESKTOP","data analitics online","2024-11-24"
"A1263","Data Analytics Course",143.0,5340.0,0.0,20.0,9.0,"0.063",1223.0,"2024-11-05","Hyderabad","tablet","online data analytic","2024-11-05"
"A1264","Data Analytics Course",170.0,3124.0,234.92,17.0,3.0,"0.018",1232.0,"2024/11/11","Hyderabad","Desktop","data anaytics training","2024-11-11"
"A1265","Data Analytics Course",114.0,5017.0,242.62,11.0,6.0,"0.053",1303.0,"2024/11/17","Hyderabad","MOBILE","data analitics online","2024-11-17"
"A1266","Data Analytics Course",186.0,3424.0,201.81,27.0,3.0,"0.016",1337.0,"2024-11-26","Hyderabad","DESKTOP","data anaytics training","2024-11-26"
"A1267","Data Analytics Course",120.0,4060.0,210.95,24.0,9.0,"0.075",1376.0,"2024-11-05","Hyderabad","tablet","data analitics online","2024-11-05"
"A1268","Data Analytics Course",130.0,5688.0,212.05,21.0,5.0,"0.038",1454.0,"17-11-2024","Hyderabad","DESKTOP","learn data analytics","2024-11-17"
"A1269","Data Analytics Course",178.0,5029.0,189.79,25.0,8.0,"0.045",1510.0,"09-11-2024","Hyderabad","desktop","data anaytics training","2024-11-09"
"A1270","Data Analytics Course",196.0,5476.0,204.63,19.0,4.0,"0.02",1288.0,"26-11-2024","Hyderabad","desktop","data anaytics training","2024-11-26"
"A1271","Data Analytics Course",110.0,5000.0,197.89,18.0,3.0,"0.027",1110.0,"2024/11/12","Hyderabad","desktop","online data analytic","2024-11-12"
"A1272","Data Analytics Course",95.0,4141.0,207.14,22.0,3.0,"0.054",1929.0,"2024-11-11","Hyderabad","Tablet","learn data analytics","2024-11-11"
"A1273","Data Analytics Course",183.0,4791.0,232.97,27.0,5.0,"0.027",1476.0,"2024-11-21","Hyderabad","desktop","data analitics online","2024-11-21"
"A1274","Data Analytics Course",100.0,4168.0,193.6,30.0,3.0,"0.03",1692.0,"2024/11/25","Hyderabad","desktop","online data analytic","2024-11-25"
"A1275","Data Analytics Course",187.0,3741.0,226.11,27.0,10.0,"0.053",1342.0,"14-11-2024","Hyderabad","tablet","learn data analytics","2024-11-14"
"A1276","Data Analytics Course",90.0,3577.0,233.54,24.0,5.0,"0.052",1175.0,"2024-11-14","Hyderabad","tablet","analytics for data","2024-11-14"
"A1277","Data Analytics Course",148.0,4469.0,209.76,25.0,8.0,"0.054",0.0,"2024-11-25","Hyderabad","tablet","data analytics course","2024-11-25"
"A1278","Data Analytics Course",129.0,3611.0,227.82,11.0,7.0,"0.054",1250.0,"2024-11-22","Hyderabad","tablet","data anaytics training","2024-11-22"
"A1279","Data Analytics Course",120.0,3947.0,193.49,15.0,6.0,"0.05",1305.0,"2024/11/12","Hyderabad","mobile","data anaytics training","2024-11-12"
"A1280","Data Analytics Course",82.0,4239.0,191.75,23.0,8.0,"0.098",1062.0,"2024-11-22","Hyderabad","Mobile","learn data analytics","2024-11-22"
"A1281","Data Analytics Course",145.0,5973.0,242.16,12.0,7.0,"0.048",1508.0,"2024-11-14","Hyderabad","Tablet","online data analytic","2024-11-14"
"A1282","Data Analytics Course",190.0,4525.0,188.85,10.0,5.0,"0.026",1875.0,"2024/11/01","Hyderabad","tablet","data anaytics training","2024-11-01"
"A1283","Data Analytics Course",137.0,4395.0,241.58,24.0,4.0,"0.043",1512.0,"2024-11-06","Hyderabad","desktop","online data analytic","2024-11-06"
"A1284","Data Analytics Course",157.0,3047.0,222.66,19.0,3.0,"0.019",1964.0,"01-11-2024","Hyderabad","mobile","data analitics online","2024-11-01"
"A1285","Data Analytics Course",105.0,5348.0,226.1,27.0,5.0,"0.048",1003.0,"12-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-12"
"A1286","Data Analytics Course",149.0,3101.0,231.44,15.0,9.0,"0.06",1126.0,"2024-11-06","Hyderabad","Tablet","data anaytics training","2024-11-06"
"A1287","Data Analytics Course",159.0,3693.0,187.09,24.0,6.0,"0.038",1256.0,"24-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-24"
"A1288","Data Analytics Course",150.0,5590.0,0.0,20.0,8.0,"0.053",1286.0,"02-11-2024","Hyderabad","Mobile","data analytics course","2024-11-02"
"A1290","Data Analytics Course",98.0,4653.0,205.84,29.0,5.0,"0.051",1866.0,"02-11-2024","Hyderabad","Mobile","data analitics online","2024-11-02"
"A1291","Data Analytics Course",86.0,3513.0,211.16,22.0,7.0,"0.081",1917.0,"10-11-2024","Hyderabad","desktop","data analytics course","2024-11-10"
"A1292","Data Analytics Course",128.0,5772.0,235.54,20.0,10.0,"0.078",1215.0,"04-11-2024","Hyderabad","desktop","data anaytics training","2024-11-04"
"A1293","Data Analytics Course",105.0,5840.0,236.56,22.0,8.0,"0.047",1811.0,"24-11-2024","Hyderabad","TABLET","data analytics course","2024-11-24"
"A1295","Data Analytics Course",89.0,5158.0,211.76,20.0,5.0,"0.056",1119.0,"2024/11/21","Hyderabad","Desktop","online data analytic","2024-11-21"
"A1296","Data Analytics Course",119.0,3489.0,194.36,14.0,3.0,"0.055",1633.0,"2024/11/10","Hyderabad","MOBILE","data analytics course","2024-11-10"
"A1297","Data Analytics Course",173.0,3977.0,229.82,30.0,5.0,"0.037",1584.0,"2024-11-22","Hyderabad","Desktop","learn data analytics","2024-11-22"
"A1299","Data Analytics Course",112.0,5194.0,245.97,10.0,5.0,"0.045",1016.0,"21-11-2024","Hyderabad","tablet","data anaytics training","2024-11-21"
"A1300","Data Analytics Course",134.0,3007.0,217.53,10.0,5.0,"0.037",1371.0,"30-11-2024","Hyderabad","mobile","data anaytics training","2024-11-30"
"A1301","Data Analytics Course",113.0,5721.0,216.7,11.0,6.0,"0.053",1743.0,"2024-11-17","Hyderabad","Desktop","data anaytics training","2024-11-17"
"A1302","Data Analytics Course",157.0,3546.0,189.11,16.0,5.0,"0.032",1333.0,"28-11-2024","Hyderabad","mobile","data analitics online","2024-11-28"
"A1303","Data Analytics Course",105.0,3670.0,245.85,24.0,9.0,"0.086",1653.0,"2024/11/24","Hyderabad","TABLET","data analytics course","2024-11-24"
"A1306","Data Analytics Course",136.0,5782.0,189.65,23.0,6.0,"0.044",1951.0,"2024-11-11","Hyderabad","Tablet","data anaytics training","2024-11-11"
"A1307","Data Analytics Course",192.0,4339.0,245.57,24.0,8.0,"0.047",1284.0,"2024-11-18","Hyderabad","mobile","learn data analytics","2024-11-18"
"A1308","Data Analytics Course",147.0,5870.0,0.0,14.0,8.0,"0.054",1748.0,"2024-11-02","Hyderabad","MOBILE","data anaytics training","2024-11-02"
"A1309","Data Analytics Course",164.0,5662.0,186.41,11.0,9.0,"0.055",1020.0,"17-11-2024","Hyderabad","tablet","data analytics course","2024-11-17"
"A1310","Data Analytics Course",192.0,5130.0,184.63,19.0,4.0,"0.021",1087.0,"2024-11-07","Hyderabad","DESKTOP","data analytics course","2024-11-07"
"A1311","Data Analytics Course",139.0,4608.0,224.99,12.0,8.0,"0.058",1095.0,"2024/11/12","Hyderabad","desktop","data anaytics training","2024-11-12"
"A1312","Data Analytics Course",199.0,5290.0,218.55,20.0,7.0,"0.035",1234.0,"2024-11-30","Hyderabad","tablet","learn data analytics","2024-11-30"
"A1313","Data Analytics Course",82.0,4961.0,220.29,27.0,7.0,"0.059",1149.0,"02-11-2024","Hyderabad","Tablet","data analytics course","2024-11-02"
"A1314","Data Analytics Course",175.0,4347.0,242.06,17.0,3.0,"0.017",1617.0,"2024/11/22","Hyderabad","desktop","data anaytics training","2024-11-22"
"A1315","Data Analytics Course",181.0,5664.0,204.74,22.0,5.0,"0.028",1719.0,"22-11-2024","Hyderabad","desktop","data analytics course","2024-11-22"
"A1316","Data Analytics Course",146.0,3757.0,192.59,25.0,9.0,"0.062",1169.0,"2024-11-09","Hyderabad","DESKTOP","online data analytic","2024-11-09"
"A1317","Data Analytics Course",192.0,4225.0,242.0,24.0,6.0,"0.031",1032.0,"2024-11-01","Hyderabad","mobile","data analitics online","2024-11-01"
"A1318","Data Analytics Course",149.0,3410.0,181.12,20.0,4.0,"0.033",1806.0,"2024-11-17","Hyderabad","Desktop","learn data analytics","2024-11-17"
"A1319","Data Analytics Course",93.0,3934.0,226.84,20.0,6.0,"0.065",1964.0,"2024/11/18","Hyderabad","MOBILE","data analitics online","2024-11-18"
"A1320","Data Analytics Course",182.0,3384.0,187.67,18.0,8.0,"0.044",1769.0,"2024/11/01","Hyderabad","Desktop","analytics for data","2024-11-01"
"A1321","Data Analytics Course",99.0,3842.0,246.3,23.0,8.0,"0.081",1452.0,"10-11-2024","Hyderabad","TABLET","online data analytic","2024-11-10"
"A1322","Data Analytics Course",188.0,4022.0,238.61,20.0,8.0,"0.043",0.0,"2024/11/06","Hyderabad","Mobile","data analitics online","2024-11-06"
"A1323","Data Analytics Course",193.0,5786.0,201.51,16.0,10.0,"0.052",1617.0,"2024/11/05","Hyderabad","tablet","data anaytics training","2024-11-05"
"A1324","Data Analytics Course",107.0,4423.0,239.47,25.0,9.0,"0.084",1370.0,"2024/11/23","Hyderabad","DESKTOP","analytics for data","2024-11-23"
"A1325","Data Analytics Course",131.0,4228.0,230.18,16.0,9.0,"0.069",1393.0,"2024-11-07","Hyderabad","Desktop","data anaytics training","2024-11-07"
"A1326","Data Analytics Course",139.0,5120.0,199.3,24.0,5.0,"0.036",1835.0,"2024-11-23","Hyderabad","mobile","data analytics course","2024-11-23"
"A1327","Data Analytics Course",141.0,3600.0,227.54,20.0,6.0,"0.043",1367.0,"2024-11-07","Hyderabad","DESKTOP","learn data analytics","2024-11-07"
"A1328","Data Analytics Course",175.0,5016.0,0.0,16.0,3.0,"0.017",1836.0,"2024-11-07","Hyderabad","Tablet","learn data analytics","2024-11-07"
"A1329","Data Analytics Course",96.0,5771.0,213.98,30.0,3.0,"0.031",1130.0,"30-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-30"
